gene_id	gene_name	chromosome	start	end	strand	biotype	biotype_family	length	GC_content	no_of_transcripts
YMR013C	SEC59	XIII	295179	296738	-	protein_coding	coding	1559	0.352	1
YMR013C-A		XIII	296471	296620	-	protein_coding	coding	149	0.362	1
snR78	SNR78	XIII	297278	297364	+	snoRNA	snoncoding	86	0.279	1
snR77	SNR77	XIII	297506	297593	+	snoRNA	snoncoding	87	0.345	1
snR76	SNR76	XIII	297725	297833	+	snoRNA	snoncoding	108	0.481	1
snR75	SNR75	XIII	297918	298006	+	snoRNA	snoncoding	88	0.330	1
snR74	SNR74	XIII	298138	298225	+	snoRNA	snoncoding	87	0.322	1
snR73	SNR73	XIII	298307	298412	+	snoRNA	snoncoding	105	0.400	1
YMR013W-A		XIII	298311	298391	+	protein_coding	coding	80	0.375	1
snR72	SNR72	XIII	298554	298651	+	snoRNA	snoncoding	97	0.361	1
YMR014W	BUD22	XIII	298868	300427	+	protein_coding	coding	1559	0.372	1
YMR015C	ERG5	XIII	300869	302485	-	protein_coding	coding	1616	0.384	1
YMR016C	SOK2	XIII	303236	305593	-	protein_coding	coding	2357	0.426	1
YMR017W	SPO20	XIII	307489	308682	+	protein_coding	coding	1193	0.405	1
YMR018W	PEX9	XIII	310208	311752	+	protein_coding	coding	1544	0.344	1
YMR019W	STB4	XIII	312156	315005	+	protein_coding	coding	2849	0.376	1
YMR020W	FMS1	XIII	315377	316903	+	protein_coding	coding	1526	0.399	1
YMR021C	MAC1	XIII	317165	318418	-	protein_coding	coding	1253	0.399	1
YMR022W	UBC7	XIII	318680	319177	+	protein_coding	coding	497	0.408	1
YMR023C	MSS1	XIII	319437	321017	-	protein_coding	coding	1580	0.380	1
tA(AGC)M1		XIII	321147	321219	-	tRNA	snoncoding	72	0.653	1
YMR024W	MRPL3	XIII	321875	323047	+	protein_coding	coding	1172	0.405	1
YMR025W	CSI1	XIII	323300	324187	+	protein_coding	coding	887	0.326	1
YMR026C	PEX12	XIII	324236	325435	-	protein_coding	coding	1199	0.386	1
YMR027W		XIII	325877	327289	+	protein_coding	coding	1412	0.402	1
YMR028W	TAP42	XIII	327482	328582	+	protein_coding	coding	1100	0.371	1
YMR029C	FAR8	XIII	328660	330231	-	protein_coding	coding	1571	0.367	1
YMR030W	RSF1	XIII	330793	331923	+	protein_coding	coding	1130	0.380	1
YMR031C	EIS1	XIII	332212	334743	-	protein_coding	coding	2531	0.406	1
YMR031W-A		XIII	334709	335035	+	protein_coding	coding	326	0.423	1
YMR032W	HOF1	XIII	335298	337307	+	protein_coding	coding	2009	0.402	1
YMR030W-A		XIII	337313	337603	+	protein_coding	coding	290	0.290	1
YMR033W	ARP9	XIII	337788	339277	+	protein_coding	coding	1489	0.351	1
YMR034C	RCH1	XIII	339418	340722	-	protein_coding	coding	1304	0.398	1
YMR035W	IMP2	XIII	341142	341675	+	protein_coding	coding	533	0.432	1
YMR036C	MIH1	XIII	341856	343520	-	protein_coding	coding	1664	0.376	1
YMR037C	MSN2	XIII	344403	346517	-	protein_coding	coding	2114	0.386	1
YMR038C	CCS1	XIII	347511	348260	-	protein_coding	coding	749	0.466	1
YMR039C	SUB1	XIII	348644	349522	-	protein_coding	coding	878	0.400	1
YMR040W	YET2	XIII	350381	350863	+	protein_coding	coding	482	0.371	1
YMR041C	ARA2	XIII	350966	351973	-	protein_coding	coding	1007	0.398	1
tF(GAA)M		XIII	352280	352370	+	tRNA	snoncoding	90	0.489	1
YMR042W	ARG80	XIII	352603	353136	+	protein_coding	coding	533	0.514	1
YMR043W	MCM1	XIII	353871	354731	+	protein_coding	coding	860	0.466	1
YMR044W	IOC4	XIII	355384	356811	+	protein_coding	coding	1427	0.400	1
YMR045C		XIII	357359	362627	-	transposable_element		5268	0.384	1
YMR046C		XIII	361305	362627	-	transposable_element		1322	0.411	1
YMR046W-A		XIII	362702	362830	+	protein_coding	coding	128	0.312	1
tH(GUG)M		XIII	363064	363135	+	tRNA	snoncoding	71	0.465	1
YMR047C	NUP116	XIII	363364	366705	-	protein_coding	coding	3341	0.424	1
YMR048W	CSM3	XIII	366981	367934	+	protein_coding	coding	953	0.400	1
YMR049C	ERB1	XIII	368094	370517	-	protein_coding	coding	2423	0.391	1
tV(AAC)M1		XIII	372445	372518	-	tRNA	snoncoding	73	0.534	1
YMR050C		XIII	373057	378325	-	transposable_element		5268	0.383	1
YMR051C		XIII	377003	378325	-	transposable_element		1322	0.408	1
tW(CCA)M		XIII	379303	379408	-	tRNA	snoncoding	105	0.448	1
YMR052W	FAR3	XIII	379586	380200	+	protein_coding	coding	614	0.347	1
YMR052C-A		XIII	380069	380434	-	protein_coding	coding	365	0.337	1
YMR053C	STB2	XIII	380346	382898	-	protein_coding	coding	2552	0.381	1
YMR054W	STV1	XIII	383303	385975	+	protein_coding	coding	2672	0.401	1
YMR055C	BUB2	XIII	386101	387021	-	protein_coding	coding	920	0.437	1
YMR056C	AAC1	XIII	387315	388244	-	protein_coding	coding	929	0.487	1
YMR057C		XIII	388359	388730	-	protein_coding	coding	371	0.485	1
YMR058W	FET3	XIII	388822	390732	+	protein_coding	coding	1910	0.444	1
YMR059W	SEN15	XIII	391099	391485	+	protein_coding	coding	386	0.383	1
YMR060C	SAM37	XIII	391532	392515	-	protein_coding	coding	983	0.366	1
YMR061W	RNA14	XIII	392755	394788	+	protein_coding	coding	2033	0.353	1
YMR062C	ARG7	XIII	395054	396379	-	protein_coding	coding	1325	0.403	1
YMR063W	RIM9	XIII	397077	397796	+	protein_coding	coding	719	0.433	1
YMR064W	AEP1	XIII	397903	399459	+	protein_coding	coding	1556	0.354	1
YMR065W	KAR5	XIII	399702	401216	+	protein_coding	coding	1514	0.356	1
YMR066W	SOV1	XIII	401541	404237	+	protein_coding	coding	2696	0.339	1
YMR067C	UBX4	XIII	404323	405573	-	protein_coding	coding	1250	0.394	1
YMR068W	AVO2	XIII	406304	407584	+	protein_coding	coding	1280	0.439	1
YMR069W	NAT4	XIII	407709	408566	+	protein_coding	coding	857	0.519	1
YMR070W	MOT3	XIII	409154	410626	+	protein_coding	coding	1472	0.423	1
YMR071C	TVP18	XIII	410762	411265	-	protein_coding	coding	503	0.382	1
YMR072W	ABF2	XIII	411569	412120	+	protein_coding	coding	551	0.381	1
YMR073C	IRC21	XIII	412268	412873	-	protein_coding	coding	605	0.392	1
YMR074C	SDD2	XIII	413036	413473	-	protein_coding	coding	437	0.412	1
YMR075W	RCO1	XIII	413982	416036	+	protein_coding	coding	2054	0.343	1
YMR075C-A		XIII	415688	416053	-	protein_coding	coding	365	0.329	1
YMR076C	PDS5	XIII	416196	420029	-	protein_coding	coding	3833	0.350	1
tV(AAC)M2		XIII	420588	420661	-	tRNA	snoncoding	73	0.534	1
YMR077C	VPS20	XIII	421484	422149	-	protein_coding	coding	665	0.353	1
YMR078C	CTF18	XIII	422503	424728	-	protein_coding	coding	2225	0.380	1
YMR079W	SEC14	XIII	424989	426059	+	protein_coding	coding	1070	0.372	1
YMR080C	NAM7	XIII	426712	429627	-	protein_coding	coding	2915	0.395	1
YMR081C	ISF1	XIII	430079	431095	-	protein_coding	coding	1016	0.405	1
YMR082C		XIII	431769	432125	-	protein_coding	coding	356	0.430	1
YMR083W	ADH3	XIII	434788	435915	+	protein_coding	coding	1127	0.422	1
YMR084W		XIII	436628	437416	+	protein_coding	coding	788	0.398	1
YMR085W		XIII	437491	438789	+	protein_coding	coding	1298	0.397	1
YMR086W	SEG1	XIII	439208	442090	+	protein_coding	coding	2882	0.407	1
YMR086C-A		XIII	442026	442364	-	protein_coding	coding	338	0.337	1
YMR087W		XIII	442527	443381	+	protein_coding	coding	854	0.391	1
YMR088C	VBA1	XIII	443414	445102	-	protein_coding	coding	1688	0.387	1
YMR089C	YTA12	XIII	445609	448086	-	protein_coding	coding	2477	0.400	1
YMR090W		XIII	449245	449928	+	protein_coding	coding	683	0.406	1
YMR091C	NPL6	XIII	450058	451365	-	protein_coding	coding	1307	0.392	1
YMR092C	AIP1	XIII	451632	453479	-	protein_coding	coding	1847	0.410	1
YMR093W	UTP15	XIII	454015	455556	+	protein_coding	coding	1541	0.406	1
YMR094W	CTF13	XIII	455825	457261	+	protein_coding	coding	1436	0.348	1
YMR095C	SNO1	XIII	457285	457959	-	protein_coding	coding	674	0.402	1
YMR096W	SNZ1	XIII	458408	459301	+	protein_coding	coding	893	0.430	1
YMR097C	MTG1	XIII	459424	460527	-	protein_coding	coding	1103	0.368	1
YMR098C	ATP25	XIII	460771	462609	-	protein_coding	coding	1838	0.368	1
tD(GUC)M		XIII	463554	463625	+	tRNA	snoncoding	71	0.577	1
YMR099C	YMR099C	XIII	463934	464827	-	protein_coding	coding	893	0.386	1
YMR100W	MUB1	XIII	466300	468162	+	protein_coding	coding	1862	0.363	1
YMR101C	SRT1	XIII	468445	469476	-	protein_coding	coding	1031	0.341	1
YMR102C		XIII	469848	472352	-	protein_coding	coding	2504	0.401	1
YMR103C		XIII	472902	473264	-	protein_coding	coding	362	0.508	1
YMR104C	YPK2	XIII	473420	475453	-	protein_coding	coding	2033	0.401	1
YMR105C	PGM2	XIII	475897	477606	-	protein_coding	coding	1709	0.412	1
YMR105W-A		XIII	478064	478258	+	protein_coding	coding	194	0.371	1
YMR106C	YKU80	XIII	478301	480190	-	protein_coding	coding	1889	0.395	1
tK(CUU)M		XIII	480621	480693	-	tRNA	snoncoding	72	0.556	1
YMR107W	SPG4	XIII	483014	483361	+	protein_coding	coding	347	0.427	1
YMR108W	ILV2	XIII	484084	486147	+	protein_coding	coding	2063	0.436	1
YMR109W	MYO5	XIII	486587	490246	+	protein_coding	coding	3659	0.400	1
YMR110C	HFD1	XIII	490394	491992	-	protein_coding	coding	1598	0.372	1
YMR111C		XIII	492404	493792	-	protein_coding	coding	1388	0.414	1
YMR112C	MED11	XIII	494100	494495	-	protein_coding	coding	395	0.397	1
YMR113W	FOL3	XIII	494999	496282	+	protein_coding	coding	1283	0.395	1
YMR114C		XIII	496343	497449	-	protein_coding	coding	1106	0.418	1
YMR115W	MGR3	XIII	497704	499209	+	protein_coding	coding	1505	0.376	1
YMR116C	ASC1	XIII	499456	500688	-	protein_coding	coding	1232	0.425	1
snR24	SNR24	XIII	499984	500072	-	snoRNA	snoncoding	88	0.341	1
YMR117C	SPC24	XIII	501250	501891	-	protein_coding	coding	641	0.353	1
YMR118C	SHH3	XIII	502144	502734	-	protein_coding	coding	590	0.417	1
tL(CAA)M		XIII	504895	505008	+	tRNA	snoncoding	113	0.460	1
YMR119W	ASI1	XIII	505333	507207	+	protein_coding	coding	1874	0.362	1
YMR119W-A		XIII	506996	507370	+	protein_coding	coding	374	0.348	1
YMR120C	ADE17	XIII	507502	509280	-	protein_coding	coding	1778	0.413	1
YMR121C	RPL15B	XIII	509734	510348	-	protein_coding	coding	614	0.443	1
YMR122C		XIII	510701	511075	-	protein_coding	coding	374	0.492	1
YMR122W-A		XIII	511315	511569	+	protein_coding	coding	254	0.500	1
YMR123W	PKR1	XIII	513593	513961	+	protein_coding	coding	368	0.427	1
YMR124W	EPO1	XIII	514456	517287	+	protein_coding	coding	2831	0.399	1
YMR125W	STO1	XIII	517539	520446	+	protein_coding	coding	2907	0.344	1
YMR126C	DLT1	XIII	520761	521789	-	protein_coding	coding	1028	0.358	1
YMR127C	SAS2	XIII	522329	523345	-	protein_coding	coding	1016	0.378	1
YMR128W	ECM16	XIII	523696	527499	+	protein_coding	coding	3803	0.382	1
YMR129W	POM152	XIII	527804	531817	+	protein_coding	coding	4013	0.365	1
YMR130W		XIII	532119	533027	+	protein_coding	coding	908	0.368	1
YMR131C	RRB1	XIII	533163	534698	-	protein_coding	coding	1535	0.403	1
YMR132C	JLP2	XIII	534944	535570	-	protein_coding	coding	626	0.353	1
YMR133W	REC114	XIII	536207	537609	+	protein_coding	coding	1402	0.380	1
YMR134W	ERG29	XIII	537838	538551	+	protein_coding	coding	713	0.353	1
YMR135C	GID8	XIII	538689	540056	-	protein_coding	coding	1367	0.418	1
YMR135W-A		XIII	539911	540444	+	protein_coding	coding	533	0.454	1
YMR136W	GAT2	XIII	541199	542881	+	protein_coding	coding	1682	0.392	1
YMR137C	PSO2	XIII	542978	544963	-	protein_coding	coding	1985	0.358	1
YMR138W	CIN4	XIII	545155	545730	+	protein_coding	coding	575	0.416	1
YMR139W	RIM11	XIII	546125	547237	+	protein_coding	coding	1112	0.374	1
YMR140W	SIP5	XIII	547714	549183	+	protein_coding	coding	1469	0.396	1
YMR141C		XIII	549736	550044	-	protein_coding	coding	308	0.354	1
YMR142C	RPL13B	XIII	550206	551207	-	protein_coding	coding	1001	0.404	1
YMR141W-A		XIII	550911	551135	+	protein_coding	coding	224	0.379	1
YMR143W	RPS16A	XIII	551928	552903	+	protein_coding	coding	975	0.367	1
YMR144W	FDO1	XIII	553362	554390	+	protein_coding	coding	1028	0.381	1
YMR145C	NDE1	XIII	554793	556475	-	protein_coding	coding	1682	0.410	1
YMR146C	TIF34	XIII	557481	558524	-	protein_coding	coding	1043	0.427	1
YMR147W		XIII	559199	559870	+	protein_coding	coding	671	0.398	1
YMR148W	OSW5	XIII	560366	560812	+	protein_coding	coding	446	0.428	1
YMR149W	SWP1	XIII	560996	561856	+	protein_coding	coding	860	0.417	1
YMR150C	IMP1	XIII	561956	562528	-	protein_coding	coding	572	0.413	1
YMR151W	YIM2	XIII	562506	562943	+	protein_coding	coding	437	0.350	1
YMR152W	YIM1	XIII	563096	564193	+	protein_coding	coding	1097	0.385	1
YMR153W	NUP53	XIII	564435	565862	+	protein_coding	coding	1427	0.392	1
YMR153C-A		XIII	565574	565909	-	protein_coding	coding	335	0.382	1
YMR154C	RIM13	XIII	565999	568182	-	protein_coding	coding	2183	0.369	1
YMR155W		XIII	568551	570194	+	protein_coding	coding	1643	0.384	1
YMR156C	TPP1	XIII	570300	571016	-	protein_coding	coding	716	0.384	1
YMR157C	AIM36	XIII	571277	572044	-	protein_coding	coding	767	0.391	1
YMR158W	MRPS8	XIII	572248	572715	+	protein_coding	coding	467	0.392	1
tM(CAU)M	EMT4	XIII	572883	572955	-	tRNA	snoncoding	72	0.528	1
YMR158C-A	YMR158C-A	XIII	573194	573331	-	protein_coding	coding	137	0.343	1
YMR158W-B	YMR158W-B	XIII	574471	574791	+	protein_coding	coding	320	0.369	1
YMR159C	ATG16	XIII	574476	574928	-	protein_coding	coding	452	0.369	1
YMR160W		XIII	575066	577516	+	protein_coding	coding	2450	0.369	1
YMR161W	HLJ1	XIII	577718	578392	+	protein_coding	coding	674	0.426	1
YMR162C	DNF3	XIII	578951	583921	-	protein_coding	coding	4970	0.377	1
YMR163C	INP2	XIII	584271	586388	-	protein_coding	coding	2117	0.357	1
tV(AAC)M3		XIII	586636	586709	-	tRNA	snoncoding	73	0.534	1
YMR164C	MSS11	XIII	587274	589550	-	protein_coding	coding	2276	0.389	1
YMR165C	PAH1	XIII	590040	592628	-	protein_coding	coding	2588	0.410	1
YMR166C	MME1	XIII	593367	594473	-	protein_coding	coding	1106	0.429	1
YMR167W	MLH1	XIII	594886	597195	+	protein_coding	coding	2309	0.378	1
YMR168C	CEP3	XIII	597332	599158	-	protein_coding	coding	1826	0.370	1
YMR169C	ALD3	XIII	599352	600872	-	protein_coding	coding	1520	0.411	1
YMR170C	ALD2	XIII	601562	603082	-	protein_coding	coding	1520	0.418	1
YMR171C	EAR1	XIII	603868	605520	-	protein_coding	coding	1652	0.392	1
YMR172W	HOT1	XIII	605981	608140	+	protein_coding	coding	2159	0.410	1
YMR172C-A		XIII	607828	608211	-	protein_coding	coding	383	0.384	1
YMR173W	DDR48	XIII	608689	609981	+	protein_coding	coding	1292	0.392	1
YMR173W-A		XIII	608897	610081	+	protein_coding	coding	1184	0.393	1
YMR174C	PAI3	XIII	610159	610365	-	protein_coding	coding	206	0.422	1
YMR175W	SIP18	XIII	611016	611255	+	protein_coding	coding	239	0.418	1
YMR175W-A		XIII	611314	611508	+	protein_coding	coding	194	0.330	1
YMR176W	ECM5	XIII	611740	615975	+	protein_coding	coding	4235	0.362	1
YMR177W	MMT1	XIII	616566	618098	+	protein_coding	coding	1532	0.388	1
YMR178W		XIII	618479	619303	+	protein_coding	coding	824	0.373	1
YMR179W	SPT21	XIII	619858	622134	+	protein_coding	coding	2276	0.377	1
YMR180C	CTL1	XIII	622251	623213	-	protein_coding	coding	962	0.396	1
YMR181C		XIII	623616	624080	-	protein_coding	coding	464	0.409	1
YMR182C	RGM1	XIII	624532	625167	-	protein_coding	coding	635	0.452	1
YMR182W-A		XIII	625811	625897	+	protein_coding	coding	86	0.384	1
snR83	SNR83	XIII	626349	626654	+	snoRNA	snoncoding	305	0.357	1
YMR183C	SSO2	XIII	626921	627808	-	protein_coding	coding	887	0.415	1
YMR184W	ADD37	XIII	628189	628785	+	protein_coding	coding	596	0.399	1
YMR185W	RTP1	XIII	629025	631970	+	protein_coding	coding	2945	0.344	1
YMR186W	HSC82	XIII	632355	634472	+	protein_coding	coding	2117	0.385	1
YMR187C		XIII	634689	635984	-	protein_coding	coding	1295	0.362	1
YMR188C	MRPS17	XIII	636291	637004	-	protein_coding	coding	713	0.366	1
YMR189W	GCV2	XIII	637500	640604	+	protein_coding	coding	3104	0.399	1
YMR190C	SGS1	XIII	640915	645258	-	protein_coding	coding	4343	0.391	1
YMR191W	SPG5	XIII	645656	646777	+	protein_coding	coding	1121	0.399	1
YMR192W	GYL1	XIII	647118	649280	+	protein_coding	coding	2162	0.371	1
YMR193W	MRPL24	XIII	650036	650812	+	protein_coding	coding	776	0.362	1
YMR193C-A		XIII	651072	651458	-	protein_coding	coding	386	0.332	1
YMR194W	RPL36A	XIII	651145	651910	+	protein_coding	coding	765	0.374	1
snR11	SNR11	XIII	652275	652532	+	snoRNA	snoncoding	257	0.354	1
YMR194C-B	CMC4	XIII	652594	652887	-	protein_coding	coding	293	0.399	1
YMR194C-A		XIII	652912	653136	-	protein_coding	coding	224	0.433	1
YMR195W	ICY1	XIII	654034	654417	+	protein_coding	coding	383	0.436	1
YMR196W		XIII	655076	658342	+	protein_coding	coding	3266	0.405	1
YMR197C	VTI1	XIII	658545	659198	-	protein_coding	coding	653	0.386	1
YMR198W	CIK1	XIII	659745	661529	+	protein_coding	coding	1784	0.379	1
YMR199W	CLN1	XIII	662644	664284	+	protein_coding	coding	1640	0.381	1
YMR200W	ROT1	XIII	664752	665522	+	protein_coding	coding	770	0.403	1
YMR201C	RAD14	XIII	665845	667044	-	protein_coding	coding	1199	0.399	1
RNA170	RNA170	XIII	667288	667456	-	ncRNA	snoncoding	168	0.458	1
YMR202W	ERG2	XIII	667537	668205	+	protein_coding	coding	668	0.440	1
YMR203W	TOM40	XIII	668492	669655	+	protein_coding	coding	1163	0.416	1
YMR204C	INP1	XIII	670063	671325	-	protein_coding	coding	1262	0.368	1
YMR205C	PFK2	XIII	671887	674766	-	protein_coding	coding	2879	0.432	1
YMR206W		XIII	675896	676837	+	protein_coding	coding	941	0.447	1
YMR207C	HFA1	XIII	677193	683564	-	protein_coding	coding	6371	0.385	1
YMR208W	ERG12	XIII	684467	685798	+	protein_coding	coding	1331	0.406	1
YMR209C		XIII	685911	687284	-	protein_coding	coding	1373	0.390	1
YMR210W	MGL2	XIII	687516	688865	+	protein_coding	coding	1349	0.391	1
YMR211W	DML1	XIII	689083	690510	+	protein_coding	coding	1427	0.374	1
YMR212C	EFR3	XIII	690695	693043	-	protein_coding	coding	2348	0.354	1
YMR213W	CEF1	XIII	693381	695153	+	protein_coding	coding	1772	0.423	1
YMR214W	SCJ1	XIII	695350	696483	+	protein_coding	coding	1133	0.453	1
YMR215W	GAS3	XIII	696796	698370	+	protein_coding	coding	1574	0.398	1
YMR216C	SKY1	XIII	698811	701039	-	protein_coding	coding	2228	0.409	1
YMR217W	GUA1	XIII	701790	703367	+	protein_coding	coding	1577	0.415	1
YMR218C	TRS130	XIII	703579	706887	-	protein_coding	coding	3308	0.356	1
YMR219W	ESC1	XIII	707133	712109	+	protein_coding	coding	4976	0.387	1
YMR220W	ERG8	XIII	712316	713671	+	protein_coding	coding	1355	0.399	1
YMR221C	FMP42	XIII	713931	715445	-	protein_coding	coding	1514	0.391	1
YMR222C	FSH2	XIII	715638	716309	-	protein_coding	coding	671	0.471	1
YMR223W	UBP8	XIII	716715	718130	+	protein_coding	coding	1415	0.363	1
YMR224C	MRE11	XIII	718575	720653	-	protein_coding	coding	2078	0.390	1
YMR225C	MRPL44	XIII	720960	721403	-	protein_coding	coding	443	0.386	1
YMR226C	YMR226C	XIII	721593	722396	-	protein_coding	coding	803	0.438	1
YMR227C	TAF7	XIII	722613	724385	-	protein_coding	coding	1772	0.415	1
YMR228W	MTF1	XIII	724626	725651	+	protein_coding	coding	1025	0.363	1
YMR229C	RRP5	XIII	725934	731123	-	protein_coding	coding	5189	0.374	1
YMR230W	RPS10B	XIII	732414	733141	+	protein_coding	coding	727	0.343	1
YMR230W-A		XIII	733268	733456	+	protein_coding	coding	188	0.309	1
YMR231W	PEP5	XIII	733545	736634	+	protein_coding	coding	3089	0.360	1
YMR232W	FUS2	XIII	736926	738959	+	protein_coding	coding	2033	0.340	1
YMR233W	TRI1	XIII	739185	739865	+	protein_coding	coding	680	0.376	1
YMR234W	RNH1	XIII	740266	741312	+	protein_coding	coding	1046	0.366	1
YMR235C	RNA1	XIII	741512	742735	-	protein_coding	coding	1223	0.392	1
YMR236W	TAF9	XIII	742971	743444	+	protein_coding	coding	473	0.480	1
YMR237W	BCH1	XIII	743749	745923	+	protein_coding	coding	2174	0.389	1
YMR238W	DFG5	XIII	746353	747729	+	protein_coding	coding	1376	0.410	1
tR(UCU)M1		XIII	747892	747963	-	tRNA	snoncoding	71	0.535	1
YMR239C	RNT1	XIII	748262	749677	-	protein_coding	coding	1415	0.358	1
YMR240C	CUS1	XIII	749930	751240	-	protein_coding	coding	1310	0.411	1
YMR241W	YHM2	XIII	751961	752905	+	protein_coding	coding	944	0.419	1
YMR242C	RPL20A	XIII	753225	753742	-	protein_coding	coding	517	0.418	1
YMR242W-A		XIII	754297	754386	+	protein_coding	coding	89	0.483	1
YMR243C	ZRC1	XIII	754838	756166	-	protein_coding	coding	1328	0.401	1
YMR244W		XIII	757250	758317	+	protein_coding	coding	1067	0.487	1
YMR244C-A	COA6	XIII	758517	758831	-	protein_coding	coding	314	0.459	1
YMR245W		XIII	758563	759183	+	protein_coding	coding	620	0.453	1
YMR246W	FAA4	XIII	759807	761891	+	protein_coding	coding	2084	0.430	1
snR86	SNR86	XIII	762110	763113	-	snoRNA	snoncoding	1003	0.347	1
YMR247C	RKR1	XIII	763351	768039	-	protein_coding	coding	4688	0.347	1
tA(AGC)M2		XIII	768369	768441	-	tRNA	snoncoding	72	0.653	1
YMR247W-A		XIII	769283	769426	+	protein_coding	coding	143	0.441	1
YMR250W	GAD1	XIII	770801	772558	+	protein_coding	coding	1757	0.421	1
YMR251W	GTO3	XIII	772915	774015	+	protein_coding	coding	1100	0.469	1
YMR251W-A	HOR7	XIII	774752	774931	+	protein_coding	coding	179	0.469	1
YMR252C		XIII	775315	775719	-	protein_coding	coding	404	0.401	1
YMR253C		XIII	775946	777190	-	protein_coding	coding	1244	0.398	1
YMR254C		XIII	777615	777923	-	protein_coding	coding	308	0.370	1
YMR255W	GFD1	XIII	778001	778567	+	protein_coding	coding	566	0.375	1
YMR256C	COX7	XIII	778945	779127	-	protein_coding	coding	182	0.379	1
YMR257C	PET111	XIII	779629	782031	-	protein_coding	coding	2402	0.345	1
YMR258C	ROY1	XIII	782620	784281	-	protein_coding	coding	1661	0.368	1
YMR259C	TRM732	XIII	784621	788883	-	protein_coding	coding	4262	0.354	1
YMR260C	TIF11	XIII	789378	789839	-	protein_coding	coding	461	0.371	1
YMR261C	TPS3	XIII	790205	793369	-	protein_coding	coding	3164	0.399	1
YMR262W		XIII	793726	794667	+	protein_coding	coding	941	0.445	1
YMR263W	SAP30	XIII	794919	795524	+	protein_coding	coding	605	0.436	1
YMR264W	CUE1	XIII	795805	796416	+	protein_coding	coding	611	0.444	1
YMR265C		XIII	796540	797925	-	protein_coding	coding	1385	0.432	1
YMR266W	RSN1	XIII	798518	801379	+	protein_coding	coding	2861	0.383	1
YMR267W	PPA2	XIII	801772	802704	+	protein_coding	coding	932	0.376	1
YMR268C	PRP24	XIII	802888	804222	-	protein_coding	coding	1334	0.367	1
YMR269W	TMA23	XIII	804456	805091	+	protein_coding	coding	635	0.383	1
YMR270C	RRN9	XIII	805326	806423	-	protein_coding	coding	1097	0.381	1
YMR271C	URA10	XIII	806865	807548	-	protein_coding	coding	683	0.398	1
tQ(CUG)M	CDC65	XIII	808246	808317	-	tRNA	snoncoding	71	0.521	1
YMR272C	SCS7	XIII	809623	810777	-	protein_coding	coding	1154	0.425	1
YMR272W-A		XIII	810466	810579	+	protein_coding	coding	113	0.451	1
YMR272W-B		XIII	811089	811196	+	protein_coding	coding	107	0.430	1
YMR273C	ZDS1	XIII	811233	813980	-	protein_coding	coding	2747	0.425	1
YMR274C	RCE1	XIII	814364	815311	-	protein_coding	coding	947	0.381	1
YMR275C	BUL1	XIII	815651	818581	-	protein_coding	coding	2930	0.404	1
YMR276W	DSK2	XIII	818827	819948	+	protein_coding	coding	1121	0.515	1
YMR277W	FCP1	XIII	820256	822454	+	protein_coding	coding	2198	0.428	1
YMR278W	PRM15	XIII	822763	824631	+	protein_coding	coding	1868	0.391	1
YMR279C		XIII	824729	826351	-	protein_coding	coding	1622	0.412	1
YMR280C	CAT8	XIII	827028	831329	-	protein_coding	coding	4301	0.377	1
YMR281W	GPI12	XIII	832339	833253	+	protein_coding	coding	914	0.376	1
YMR282C	AEP2	XIII	833356	835098	-	protein_coding	coding	1742	0.371	1
YMR283C	RIT1	XIII	835326	836867	-	protein_coding	coding	1541	0.374	1
tY(GUA)M2	SUP8	XIII	837928	838016	+	tRNA	snoncoding	88	0.523	1
YMR284W	YKU70	XIII	838187	839995	+	protein_coding	coding	1808	0.338	1
YMR285C	NGL2	XIII	840144	841691	-	protein_coding	coding	1547	0.387	1
YMR286W	MRPL33	XIII	841942	842202	+	protein_coding	coding	260	0.427	1
YMR287C	DSS1	XIII	842436	845345	-	protein_coding	coding	2909	0.369	1
YMR288W	HSH155	XIII	845571	848486	+	protein_coding	coding	2915	0.383	1
YMR289W	ABZ2	XIII	848685	849809	+	protein_coding	coding	1124	0.385	1
YMR290C	HAS1	XIII	850074	851591	-	protein_coding	coding	1517	0.378	1
YMR290W-A		XIII	851422	851769	+	protein_coding	coding	347	0.329	1
YMR291W	TDA1	XIII	852630	854390	+	protein_coding	coding	1760	0.412	1
YMR292W	GOT1	XIII	854795	855293	+	protein_coding	coding	498	0.365	1
YMR293C	HER2	XIII	855399	856793	-	protein_coding	coding	1394	0.383	1
YMR294W	JNM1	XIII	856966	858087	+	protein_coding	coding	1121	0.379	1
YMR294W-A		XIII	858209	858568	+	protein_coding	coding	359	0.426	1
YMR295C		XIII	858297	858890	-	protein_coding	coding	593	0.457	1
YMR296C	LCB1	XIII	859215	860891	-	protein_coding	coding	1676	0.471	1
YMR297W	PRC1	XIII	861922	863520	+	protein_coding	coding	1598	0.465	1
YMR298W	LIP1	XIII	863819	864271	+	protein_coding	coding	452	0.407	1
YMR299C	DYN3	XIII	864412	865350	-	protein_coding	coding	938	0.356	1
YMR300C	ADE4	XIII	865559	867091	-	protein_coding	coding	1532	0.398	1
YMR301C	ATM1	XIII	867555	869627	-	protein_coding	coding	2072	0.413	1
YMR302C	YME2	XIII	870073	872625	-	protein_coding	coding	2552	0.398	1
YMR303C	ADH2	XIII	873291	874337	-	protein_coding	coding	1046	0.482	1
YMR304W	UBP15	XIII	874987	878679	+	protein_coding	coding	3692	0.376	1
